Srno,TranslatedRecipeName,Cuisine,Course,Diet,Average_Resell_Price
11372,Awadhi Style Sheermal Recipe - Sweet Flat Bread,Awadhi,Lunch,Vegetarian,70
11374,Murmura Jaggery Laddu/ Pori Urundai Recipe,Indian,Snack,Vegetarian,30
11376,Mushroom Pasanda Recipe,Mughlai,Dinner,Vegetarian,150
11381,"Millet Energy Bites With Almonds, Dates And Coconut Recipe",Continental,Snack,High Protein Vegetarian,33
11386,Karnataka Style Palak Dal or Palak Tovwe Recipe - Palak Dal,Karnataka,Lunch,High Protein Vegetarian,77
11395,Spiced Prune Chutney Recipe,Indian,Side Dish,Vegetarian,20
11401,Kauni Rice Paniyaram Recipe (Fruit Rice Paniyaram Recipe),Chettinad,South Indian Breakfast,Vegetarian,40
11412,Konkani Style Koli Masala Recipe- Spice Mix,Konkan,Lunch,Eggetarian,80
11415,Cauliflower Palak Methi Muthia Recipe,Gujarati Recipes?,Appetizer,Vegetarian,50
11428,Yele Kadubu and Onion Chutney Recipe - Yele Kadubu Recipe With Sweet And Spicy Onion Chutney,Karnataka,Snack,Vegetarian,30
11442,Pulikuthi Upperi Recipe - Spicy & Tangy Palakkad Poriyal Recipe,Kerala Recipes,Lunch,Vegetarian,70
11445,High Protein Spinach & Soy Bites Recipe,Snack,High Protein Vegetarian,High Protein Vegetarian,55
11450,"Sprouted Green Moong and Raw Mango Salad Recipe - Green Moong Sprouts, Raw Mango Salad Recipe",South Indian Recipes,Appetizer,Vegetarian,50
11454,Kheel Paniyaram Recipe - Kheel Paniyaram Recipe,South Indian Recipes,Snack,Vegetarian,30
11458,Eggless Cranberry Pistachio Biscotti Recipe,French,Dessert,Vegetarian,50
11460,Gourd Peel Chutney Recipe - Bottle Gourd Peel Chutney Recipe,South Indian Recipes,Side Dish,Vegetarian,20
11465,Fenugreek & Soy Chunks Dry Vegetable Recipe,North Indian Recipes,Side Dish,Vegetarian,20
11472,Aloo Bilahi Maas Recipe - Assamese Fish Curry With Potatoes And Tomatoes,Assamese,Dinner,High Protein Non Vegetarian,202
11475,Thinai Thakkali Sadam Recipe (Foxtail Millet Tomato Rice),Tamil Nadu,Lunch,Vegetarian,70
11476,Chicken Wings With Bhuna Masala Recipe,Indian,Appetizer,High Protein Non Vegetarian,67
11486,Tamil Nadu Style Beetroot kootu Recipe,Tamil Nadu,Side Dish,Vegetarian,20
11487,Semiya Upma Recipe,South Indian Recipes,South Indian Breakfast,Vegetarian,40
11488,Niramish Aloo Dum Recipe,Indian,Lunch,Vegetarian,70
11495,Sindhi Sai Bhaji Recipe - Sindhi Sai Bhaji Recipe,Sindhi,One Pot Dish,Diabetic Friendly,63
11515,Avalakki Porridge In Warm Spiced Berries Recipe,South Indian Recipes,South Indian Breakfast,Vegetarian,40
11520,Mudaliar Style Omelette Curry Recipe,Tamil Nadu,Lunch,Eggetarian,80
11530,Doodh Jhinge Curry Recipe-Ridge Gourd Cooked In Milk,Indian,Side Dish,Vegetarian,20
11531,Amla Chutney Recipe - Hot and Sweet Amla Chutney Recipe,North Indian Recipes,Side Dish,Vegetarian,20
11532,Arab Dahi Wali Sabz rode,North Indian Recipes,Lunch,Vegetarian,70
11542,Serial recipe of radish leaves - South Indian Style Radish Greens Stir Fry (Recipe in Hindi),South Indian Recipes,Lunch,Vegetarian,70
11551,Vegetarian Hakka Noodles -Chinese Chow Mein Recipe,Cantonese,Main Course,Vegetarian,100
11562,Sweet Potato Mash Recipe,Continental,Side Dish,Vegetarian,20
11566,Buy Manga Soya Sundal Recipe,South Indian Recipes,Side Dish,High Protein Vegetarian,22
11579,Kaya Tholi Thoran Recipe - Raw Banana Thoran (Recipe In Hindi),Kerala Recipes,Lunch,Vegetarian,70
11582,Kerala Cheriya Ulli Sambar Recipe,Karnataka,Lunch,High Protein Vegetarian,77
11588,Aoria Special Dalma Recipe (Aoria Dal & Tarkari),Oriya Recipes,Lunch,Vegetarian,70
11592,Fenugreek Vegetable Lu Vegetable Recipe - Sweet Own & Fangrik Layaves Vegetable,North Indian Recipes,Side Dish,Vegetarian,20
11597,Sauteed Spinach With Garlic And Cheese Recipe,European,Appetizer,Vegetarian,50
11599,Egg Hakka Noodles Recipe,Chinese,Main Course,Eggetarian,115
11608,Goan Style Recheado Bangdo Recipe | Stuffed Mackerel,Goan Recipes,Main Course,High Protein Non Vegetarian,135
11612,Idichakka Thoran Recipe (Young Jack Fruit With Spiced Coconut),Kerala Recipes,Lunch,Vegetarian,70
11616,Kala Chana Mithaas Liye Recipe (Chickpeas & Lotus seed In Date Curry),Himachal,Lunch,Vegetarian,70
11620,Dry fenugreek cream only recipe,North Indian Recipes,Dinner,Vegetarian,150
11624,Goan Moolyacho Ross Recipe (Goan Radish Curry),Goan Recipes,Lunch,Vegetarian,70
11626,Cauliflower And Methi Paratha Recipe,Indian,Indian Breakfast,Vegetarian,25
11629,Lau's Peel Fried Recipe - Bottle Guard Peel Steam Free,Bengali Recipes,Lunch,Vegetarian,70
11630,Spicy Mango Lime Grilled Chicken Recipe,Continental,Appetizer,High Protein Non Vegetarian,67
11648,Overnight Pumpkin French Toast Baked Casserole Recipe,Continental,World Breakfast,Vegetarian,40
11665,Coconut Kozhukattai Recipe,Tamil Nadu,Dessert,Vegetarian,50
11668,Buckwheat Dosa Recipe,Indian,South Indian Breakfast,Vegetarian,40
11670,Pear And Alfalfa Sprouts Salad Recipe,Continental,Side Dish,Vegetarian,20
11684,Onion And Cheese Pepper Sandwich Recipe,Continental,Snack,Vegetarian,30
11686,Saagwala Chicken  Recipe - Palak Chicken Curry,North Indian Recipes,Lunch,High Protein Non Vegetarian,94
11694,Peas In Onion Tomato Gravy Recipe,Indian,Lunch,Vegetarian,70
11705,Motichoor Ladoo Yogurt Cheesecake Recipe,Fusion,Dessert,Vegetarian,50
11706,Chatpata Aloo Moong Sprouts Recipe With Buttered Pav Buns,Indian,Snack,Vegetarian,30
11713, Bengali Style Mixed Vegetable (Recipe In Hindi),Bengali Recipes,Lunch,Vegetarian,70
11721,  Bengali Style Cholar Dal Recipe,Bengali Recipes,Lunch,High Protein Vegetarian,77
11737,Chicken In Thai Basil Sauce Recipe,Thai,Appetizer,High Protein Non Vegetarian,67
11742,Chicken Learned Kebab Recipe,Hyderabadi,Appetizer,Non Vegeterian,62
11746,Mutton Keema Soup Recipe,Middle Eastern,Appetizer,Non Vegeterian,62
11752,Potoler Dolma Recipe - Potoler Dolma Recipe,Bengali Recipes,Lunch,Vegetarian,70
11753,Instant Baked Potato Tikki Recipe - Instant Baked Aloo Tikki Recipe,Indian,Snack,Vegetarian,30
11756,Awadh Style Bakarkhani Roti Recipe ( Thick Spiced Flatbread Recipe ),Awadhi,Main Course,Vegetarian,100
11763,Radish Sandwich Recipe,Continental,Lunch,Vegetarian,70
11767,Barnyard Millet And Mushroom Cutlet Recipe,Indian,Appetizer,Vegetarian,50
11769,Indo Chinese Paneer Lollipop Recipe,Indo Chinese,Appetizer,High Protein Vegetarian,55
11771,Kerala style drumstick spinach pose recipe,Kerala Recipes,Lunch,Vegetarian,70
11786,Ringan Ravaiya Recipe (Parsi Style Stuffed Eggplant Recipe),Parsi Recipes,Lunch,Vegetarian,70
11787,Ginger Turkey Rice Recipe - Ginger Teriyaki Rice Recipe,Asian,Lunch,Vegetarian,70
11799,Baked Salmon Recipe Flavored With Herbs And Tartare Dip,Continental,Appetizer,Vegetarian,50
11825,Raw Banana and Bhendi Vegetable Recipe - Raw Banana & Ladies Finger Stir Fry,North Indian Recipes,Side Dish,Diabetic Friendly,23
11829,Vegan Instant Coffee Recipe,Indian,Vegan,Vegetarian,45
11830,Egg Dosa Recipe With Cheesy Garlic Mayo,South Indian Recipes,South Indian Breakfast,Eggetarian,46
11831,Brahmi Chutney Recipe,South Indian Recipes,Side Dish,Vegetarian,20
11836, Veg Chilli Milli (Recipe In Hindi),North Indian Recipes,Dinner,Vegetarian,150
11838,"Bread Boats Recipe Filled With Spinach, Eggs And Sandwich Spread",Continental,World Breakfast,Eggetarian,46
11856,Vazhaipoo Bajra Adai Recipe - Banana Flower & Pearl Millet Dosa,Tamil Nadu,South Indian Breakfast,Diabetic Friendly,46
11859,Spicy & Tangy Goan Chicken Stew Recipe With Vegetables,Goan Recipes,Dinner,High Protein Non Vegetarian,202
11862,Karnataka Style Sabsige Soppu Paddu Recipe (Dill leaves Savory Fritters Recipe),Karnataka,South Indian Breakfast,Vegetarian,40
11863,Spicy Mexican Salsa Recipe - Tomato Salsa Recipe,Mexican,Side Dish,Vegetarian,20
11869, Pitor Ki Sabzi Recipe,Rajasthani,Lunch,Vegetarian,70
11872,Beetroot Carrot Radish Salad Recipe - Radish & Beetroot Salad,Indian,Appetizer,Vegetarian,50
11877,Arbi Tomato Onion Sabzi (Recipe in Hindi) with Tomato Onion Arbi Vegetable Recipe,North Indian Recipes,Lunch,Vegetarian,70
11883,Chocolate Flavoured 7 Cup Burfi Recipe,North Indian Recipes,Dessert,Vegetarian,50
11890,Whole Wheat Roasted Vegetable Pizza Pockets Recipe,Continental,Dinner,Vegetarian,150
11895,Saunf Wali Hari Gobi Sabzi (Recipe In Hindi),North Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),20
11897,Navrang Dal Recipe ( Spicy Mixed Lentils),North Indian Recipes,Lunch,High Protein Vegetarian,77
11898,Suran Kebab Masala Recipe - Yam In Tomato Onion Gravy,North Indian Recipes,Lunch,Vegetarian,70
11900,No Bake Poha & Millets Chocolate Tart With Strawberry Cheese Recipe,Fusion,Dessert,Vegetarian,50
11902,Paneer Sizzler Recipe In Chilli Garlic Sauce With Rice,Continental,Main Course,Vegetarian,100
11904,Whole Wheat Black Forest Cake In A Jar Recipe (Eggless),Continental,Dessert,Vegetarian,50
11905,Aratikaya Masala Pulusu Recipe - Raw Banana Stir Fry,Andhra,Lunch,Diabetic Friendly,80
11909, Kashmiri Kesar Pulao Recipe,Kashmiri,Main Course,Vegetarian,100
11913,Kheer Puli Pitha | Bengali Pitha Recipe,Bengali Recipes,Dessert,Vegetarian,50
11924,Chilled Spinach And Cucumber Soup Recipe,Continental,Dinner,Vegetarian,150
11925,Thandai Mousse Recipe,North Indian Recipes,Dessert,Gluten Free,60
11940,Kesar Pista Mango Ice Cream Recipe,Fusion,Dessert,Vegetarian,50
11950,Kothu Kari Kuzhambu Recipe - Mutton Keema Curry,Tamil Nadu,Main Course,Non Vegeterian,125
11962,Gujarati Kadhi With Milk And Mint Recipe,Gujarati Recipes?,Dinner,Vegetarian,150
11963,Cheese Garlic Crack Bread Recipe,Continental,Appetizer,Vegetarian,50
11964,Pina Colada Recipe - Piña Colada Recipe,Caribbean,Appetizer,Vegetarian,50
11977,Sattu's Salted Sorbet Recipe,North Indian Recipes,Snack,Vegetarian,30
11984,Sago Kheer Recipe - Tapioca Milk Pudding,Indian,Dessert,Vegetarian,50
11986,Choto Aloor Dum Recipe,Bengali Recipes,Lunch,Vegetarian,70
11988,Buckwheat Cracker Recipe,Indian,Snack,Vegetarian,30
11991,Saffron Milk Pudding Recipe,Indian,Dessert,Vegetarian,50
11999, Lauki Aloo Sabzi (Recipe In Hindi),Indian,Lunch,Vegetarian,70
12017,Whole Wheat Ragi Chocolate Chip Cookie Pizza Recipe,American,Dessert,Vegetarian,50
12021,Mangalorean Style Bendekayi Huli Koddel Recipe - Ladies finger Dal without Coconut Recipe,Mangalorean,Lunch,Vegetarian,70
12027,Gahat Rasmi Badi Recipe (Uttaranchal Kulith Koftas In Tomato Onion Gravy),North Indian Recipes,Side Dish,High Protein Vegetarian,22
12028,Bihari Kale Chana Ki Ghugni Recipe (Bihari Kale Channe Ki Ghugni),Bihari,Dinner,Vegetarian,150
12030, Vegan Chickpeas And Broccoli Curry Recipe,North Indian Recipes,Lunch,Vegan,80
12036,Broccoli Peanut Oats Tikki Recipe,North Indian Recipes,Snack,Vegetarian,30
12037,Matta Rice Peas Pulao Recipe - Matta Rice Peas Pulao,Indian,Lunch,Vegetarian,70
12040,Pear and Apple Coleslaw Recipe,Continental,Appetizer,Vegetarian,50
12049,Hash Brown With Spinach & Cheese Recipe,Continental,World Breakfast,Vegetarian,40
12055,Gojju Avalakki Recipe - Puli Aval,Karnataka,South Indian Breakfast,Vegetarian,40
12081,Savory French Toast Recipe With Creamy Achari Mushroom,Continental,World Breakfast,Eggetarian,46
12085,Snake Gourd Salan Recipe (Snake Gourd Cooked In Tangy Spicy Peanut Sesame Curry),Andhra,Dinner,Vegetarian,150
12100,Filling recipe,North Indian Recipes,Dinner,Vegetarian,150
12105,Mamidikaya Nuvvula Pachadi Recipe - Raw Mango Til Chutney Recipe,Andhra,Side Dish,Vegetarian,20
12110,Kolkata Chicken Chaap Recipe  - Slow Cooked Chicken Legs,Bengali Recipes,Side Dish,Non Vegeterian,25
12114,Frozen Mango Yogurt Recipe-Mango Froyo,Continental,Dessert,High Protein Vegetarian,55
12115,Dhingri Matar Recipe,North Indian Recipes,Lunch,Vegetarian,70
12119,Homemade Black Bean Burger Recipe,Continental,Dinner,Vegetarian,150
12121,Nando's Peri Peri Chicken Recipe,Continental,Main Course,Non Vegeterian,125
12124,Thandai Panna Cotta With Strawberry And Mango Coulis Recipe,Fusion,Dessert,Non Vegeterian,62
12128,"Green Peas, Potato and Paneer Tikki Recipe",North Indian Recipes,Snack,Vegetarian,30
12129,Field Thepla Recipe,North Indian Recipes,North Indian Breakfast,Vegetarian,35
12131,Creamy and Delicious Fruit Custard Recipe,Indian,Dessert,Vegetarian,50
12132,Khajoor Imli Ki Chutney With Panch Phoran Masala Recipe,North Indian Recipes,Side Dish,Vegetarian,20
12133,Mangalorean Style Sajjige Rotti / Rulavachi Bhakri Recipe (Semolina Pancake Recipe),Mangalorean,South Indian Breakfast,Vegetarian,40
12136,Kadai Paneer (Recipe In Hindi),Punjabi,Dinner,High Protein Vegetarian,165
12140,Moroccan Chicken Burgers With Feta And Carrot Recipe,African,Dinner,Non Vegeterian,187
12141,Lilva's Vegetable Recipe - Lilva Ki Sabzi (Recipe In Hindi),North Indian Recipes,Lunch,Vegetarian,70
12143,Chilli Roasted Black Eyed Peas Recipe,Continental,Snack,High Protein Vegetarian,33
12149,Onion Palya Recipe - Vengaya Poriyal Recipe,South Indian Recipes,Side Dish,Vegetarian,20
12158,Sautéed Potatoes with Spinach (Recipe in Hindi),North Indian Recipes,Lunch,Vegetarian,70
12162,Cream Cheese Carrot Raisin Sandwich Recipe,Continental,Lunch,Vegetarian,70
12165,Whole Wheat Muesli Pancake with Spirulina Recipe,Continental,World Breakfast,High Protein Vegetarian,44
12170,Spiced Cauliflower And Almond Soup Recipe,Italian Recipes,Dinner,Vegetarian,150
12179,Spicy Baked Beans With Potato Cakes Recipe,Karnataka,Lunch,Vegetarian,70
12185,Aloo Kulcha Recipe (Spiced Potato Stuffed Indian Flat Bread),North Indian Recipes,Dinner,Vegetarian,150
12193,Mughlai Style Chicken Changezi Recipe,Indian,Dinner,High Protein Non Vegetarian,202
12196,Chicken Corn Fritters Recipe,Continental,Appetizer,Non Vegeterian,62
12198,Rice Pudding Recipe (Bengali Style Rice Pudding),Bengali Recipes,Dessert,Vegetarian,50
12200,Kashmiri Dahi Baingan Recipe,Kashmiri,Main Course,Vegetarian,100
12201,Ambade Kaarle Lonche Recipe - Hog Plums & Bitter Gourd Pickle,Coastal Karnataka,Side Dish,Vegetarian,20
12206, Garlic And Pepper Mushroom Stir Fry Recipe,Indian,Snack,Vegetarian,30
12208,Masala Bhurji Cheese Sandwich Recipe,Fusion,Lunch,Vegetarian,70
12214,Spinach Salad Recipe With Boiled Eggs And Mushrooms,Continental,Dinner,Eggetarian,172
12215, Kerala Style Egg Cashew Curry Recipe,Kerala Recipes,Dinner,Eggetarian,172
12221, Radish Leaves Pachadi (Recipe In Hindi),South Indian Recipes,Side Dish,Diabetic Friendly,23
12223,Couscous Eggplant And Tomato Gratin Recipe,French,Dinner,Vegetarian,150
12247,Baked Beans & Potatoes Chaat Recipe,Indian,Snack,Vegetarian,30
12250,Fish Molee Recipe - Kerala Style Fish Curry,Kerala Recipes,Lunch,High Protein Non Vegetarian,94
12252, Indo Chinese Paneer Lolipop Recipe,Indo Chinese,Appetizer,High Protein Vegetarian,55
12253,Hariyali Mutton Curry Recipe,North Indian Recipes,Dinner,Non Vegeterian,187
12254,Delicious Avocado Salad Recipe with Vegetables,Continental,Side Dish,Vegetarian,20
12263,Dal Chenchki ( Red Lentils with Shallots),Bengali Recipes,Dinner,High Protein Vegetarian,165
12269,Eggplant In Mustard Poppy Seed Yogurt Gravy Recipe-Begun Doi Sorse Posto bata Jhol,Bengali Recipes,Dinner,Vegetarian,150
12277,Maharashtrian Narali Bhaat Recipe (Sweetened Coconut Rice),Maharashtrian Recipes,Lunch,Vegetarian,70
12285,Chettinad Style Potato Kara Kuzhambu Recipe,South Indian Recipes,Lunch,Vegetarian,70
12292,Thatte Idli Recipe,Karnataka,South Indian Breakfast,Vegetarian,40
12305,Beans Mezhukkupuratti Recipe - Kerala Style Stir Fried Beans,Kerala Recipes,Lunch,Vegetarian,70
12308,Karwar Style Dali Ambat Ani Maska Sang Recipe-Toor Dal & Drumsticks Pod Curry,Karnataka,Main Course,Vegetarian,100
12315,Karwar Style Kelya Sasav Recipe-Ripened Banana Relish,Karnataka,Snack,Vegetarian,30
12320,Kothamalli Kozhukattai (Coriander Rice) Recipe,South Indian Recipes,Dinner,Vegetarian,150
12335,Chichinda Ki Sabzi Recipe -Uttar Pradesh Style Snake Gourd Stir Fry,Uttar Pradesh,Side Dish,Vegetarian,20
12336,White Chocolate Pistachio Bars Recipe | White Chocolate Pistachio Fudge,Continental,Dessert,Vegetarian,50
12347,Sookha Bhujia Bhel Recipe,North Indian Recipes,Snack,Vegetarian,30
12348, Mixed Vegetable Samosa Recipe,North Indian Recipes,Snack,Vegetarian,30
12352,Ratalu Ki Chutney Recipe - Yam Chutney Recipe,Indian,Side Dish,Vegetarian,20
12360,Milagu Ven Pongal Recipe Made With Figaro Olive Oil,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,44
12363,Moong Dal Ke Kebab Recipe,Indian,Appetizer,High Protein Vegetarian,55
12371, Coconut Peanut Chutney (Recipe In Hindi),South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic),20
12374, Gujarati Vaghareli Mag (Recipe in Hindi),Gujarati Recipes?,Lunch,High Protein Vegetarian,77
12387,Gawarfli Dry Vegetable Recipe,Rajasthani,Lunch,Vegetarian,70
12391,Spicy Thai Style Tofu With Quinoa Recipe,Thai,Lunch,Vegetarian,70
12392,Roti Gambang Recipe (Indonesian Bread Recipe),Indonesian,Side Dish,Eggetarian,23
12408,Homemade Butter Naan Recipe - Soft Yogurt Bread,North Indian Recipes,Dinner,Vegetarian,150
12418,Radish Leaves Pachadi Recipe,South Indian Recipes,Side Dish,Diabetic Friendly,23
12424,Sabji Shikanji Recipe - Chia Seeds Shikanji,Indian,Snack,Vegetarian,30
12425,Mysore Rasam Recipe,South Indian Recipes,Lunch,Vegetarian,70
12429,Mexican Taco Recipe With Refried Beans & Fresh Summer Salad,Mexican,Dinner,Vegetarian,150
12433,Chena Mezhukkupuratti Recipe ( Eggplant Foot Yam Stir Fry),Kerala Recipes,Lunch,Vegetarian,70
12447,Spring Onion Dosa Recipe,Karnataka,South Indian Breakfast,Vegetarian,40
12448,Prawns Spinach Spaghetti Recipe,Italian Recipes,Lunch,Vegetarian,70
12453,Mangalorean Style Vaingana Mashinga Sange Sukhe/Sukka Recipe - Brinjal & Cashew Nut Stir Fry,Mangalorean,Lunch,Vegetarian,70
12456,Vietnamese Chicken & Potato Curry Recipe,Vietnamese,Lunch,Non Vegeterian,87
12468,Konkani Style Phanna Doddak Recipe-Tempered Dosa Recipe,Konkan,South Indian Breakfast,High Protein Vegetarian,44
12473,Mozzarella Stuffed Potato Balls Recipe,Indian,Appetizer,Vegetarian,50
12474,Alu Vadi Or Patrode Recipe - Maharashtrian Snack With Colocasia Leaves,Maharashtrian Recipes,Snack,Vegetarian,30
12484,Healthy Bharwa Karela Recipe - Stuffed Bitter Gourd,Indian,Side Dish,Diabetic Friendly,23
12487,Lau Er Kofta Curry Recipe (Bengali Style Doodhi Dumplings In Tomato Based Gravy),Bengali Recipes,Side Dish,Vegetarian,20
12502,Ginger Garlic Chicken Recipe,Indo Chinese,Side Dish,Non Vegeterian,25
12503, Onion Raita Recipe,Indian,Side Dish,Vegetarian,20
12512,Paneer Bhurji Varpas Recipe,Indian,Snack,High Protein Vegetarian,33
12517,Whole Wheat Oats And Pesto Bread Recipe,Continental,Dinner,Vegetarian,150
12518,Grilled Aubergines with Tzatziki Sauce Recipe,Mediterranean,Appetizer,Vegetarian,50
12523,Lemon Coriander Soup Recipe,Indo Chinese,Appetizer,Vegetarian,50
12524,Dry Jamun Recipe,Indian,Dessert,Vegetarian,50
12540,Whole Wheat Butter Cookies Recipe,Continental,Snack,Vegetarian,30
12541,"Broccoli, Paneer & Peanut Sandwich Recipe",Continental,Snack,High Protein Vegetarian,33
12551,Egg Butter Masala Recipe,Indian,Lunch,Eggetarian,80
12559,Carrot and Cucumber Thalipeeth Recipe,Maharashtrian Recipes,North Indian Breakfast,No Onion No Garlic (Sattvic),35
12560,Maharashtrian Style Kelfulachi Bhaji Recipe - Banana Flower Stir Fry Recipe,Maharashtrian Recipes,Side Dish,Vegetarian,20
12564,Vegetarian Mexican Chili for Tacos Recipe - Made from Horse Gram,Mexican,Dinner,Diabetic Friendly,172
12573,Pahadi Chicken Curry Recipe,North Indian Recipes,Lunch,Non Vegeterian,87
12578,Crunchy ladyfinger and onion masala recipe,North Indian Recipes,Lunch,Vegetarian,70
12584, Himachali Dry Raw Mango Chutney Recipe,Himachal,Side Dish,Vegetarian,20
12598,Sichuan Style Bird Eye Chili Sauce Recipe,Sichuan,Lunch,Non Vegeterian,87
12604,Beetroot And Celery Juice Recipe,Continental,World Breakfast,Vegetarian,40
12605,Nut Filled Chocolate Pastry Recipe,Continental,Dessert,Eggetarian,57
12614, Pudina Lassi Recipe,North Indian Recipes,Side Dish,Vegetarian,20
12618,Cauliflower Moong Dal Recipe,Indian,Side Dish,High Protein Vegetarian,22
12620,Spanish Omelette Recipe (Tortilla Espanola),Mediterranean,World Breakfast,Eggetarian,46
12632,Cantonese Style Vegetarian Chowmein Recipes,Cantonese,Main Course,Vegetarian,100
12635, Chettinad Style Paneer Kurma (Recipe In Hindi),Chettinad,Main Course,Vegetarian,100
12638,Sicilian Watermelon Pudding Recipe With Cinnamon Twist  - Gelo Di Melone,Italian Recipes,Dessert,Vegetarian,50
12644,Russian Pattice Recipe - Parsi Chicken Cutlet,Parsi Recipes,Appetizer,Non Vegeterian,62
